kind	count	slot_min	bytes	chars	first	text
dialog	4		27	13	TWN_ZOAH+00E84B	俺の読む本がなくなっちまう
dialog	4		3	1	1ST_READ+03D4B3	塔
dialog	4		17	8	BTL_C2+057CF6	対攻性生物弾・改
dialog	4		35	17	TWN_CAMP+00F951	少し前まで、たくさん人がいたのに…
dialog	4		9	4	TWN_ZOAH+022907	払わない
dialog	4		17	8	TWN_SEEK+004568	持って行きなさい
dialog	4		7	3	TWN_ZOAH+03DC9A	毎度！
dialog	4		5	2	BTL_A7_2+050FD9	点火
dialog	4		9	4	TWN_CAMP+01022F	無視する
dialog	4		7	3	1ST_READ+03D40D	発掘所
dialog	4		14	6	FLD_A5+00F79F	砂漠<05>蒼き遣跡
dialog	4		7	3	BTL_B5+0520D1	神経弾
dialog	4		7	3	TWN_ZOAH+00B291	神聖区
dialog	4		9	4	BTL_A7_2+050FD0	誘導爆雷
draft	4		75	36	TWN_E006+00A804	隊長を発見するが深い傷を受けている。\n彼はエッジに地図を渡すと死に絶える。\n
dialog	4		39	19	FLD_A5+00DD94	！                  
narration	3		39	19	TWN_CARA+00C88C	(あの子は…確か、エンカクといったな)
narration	3		15	7	TWN_ZOAH+00D747	(この匂い…)
narration	3		15	7	TWN_SEEK+004537	(この本は…)
narration	3		33	16	TWN_ZOAH+022B1D	(しまった、持ち合わせがない…)
narration	3		21	10	TWN_SEEK+0044FF	(すごい量の本だ…)
narration	3		33	16	TWN_SEEK+004958	(ずいぶん物を残していったな…)
narration	3		29	14	TWN_ZOAH+00CCD4	(たき木に布をかぶせてある)
narration	3		39	19	TWN_CARA+0060B7	(キャラバンの長のアンユウという男だ)
narration	3		31	15	TWN_CARA+006098	(キャラバンの長のハンターだ)
narration	3		39	19	TWN_CARA+00B2BA	(クーリアが身体を洗ってもらっている)
narration	3		29	14	TWN_CARA+003A19	(クーリアに引かせる荷車だ)
narration	3		35	17	TWN_ZOAH+00B427	(ザアルの実か…辺境では貴重品だ)
narration	3		35	17	TWN_SEEK+004B43	(シーカーが独自に作った物らしい)
narration	3		29	14	TWN_SEEK+00B966	(パエット…無事だったのか)
narration	3		37	18	TWN_ZOAH+00E4F5	(中身を取り出すための上げぶたか…)
narration	3		29	14	TWN_CARA+003F28	(何かの材料にするのかな…)
narration	3		33	16	TWN_ZOAH+028F5D	(儀の持ち物に目をとめたようだ)
narration	3		21	10	TWN_SEEK+004546	(塔に関する記録だ)
narration	3		27	13	TWN_SEEK+004B07	(変わった形のランプだな)
narration	3		19	9	TWN_SEEK+004CC6	(大きな布の袋だ)
narration	3		35	17	TWN_CARA+003DBF	(大きな箱だ…中身は旅の荷物かな)
narration	3		31	15	TWN_ZOAH+013784	(太った男がぶらついている…)
narration	3		27	13	TWN_ZOAH+03B08A	(妙に身なりのいい奴だ…)
narration	3		29	14	TWN_ZOAH+00E4B3	(床に上げぶたがついている)
narration	3		33	16	TWN_CARA+003EE6	(攻性生物の内臓が保存してある)
narration	3		33	16	TWN_CARA+003F07	(攻性生物の内臓の防腐液潰けだ)
narration	3		39	19	TWN_ZOAH+00EC34	(攻性生物の透明な羽でできた飾り窓だ)
narration	3		33	16	TWN_ZOAH+00DA70	(攻性生物をバラすための道具だ)
narration	3		39	19	TWN_SEEK+0048D8	(敷布の染め方はシーカー独特のものだ)
narration	3		33	16	TWN_ZOAH+00FD8F	(旅の荷物がまとめてあるけど…)
narration	3		35	17	TWN_SEEK+0048FF	(旅の荷物を入れる袋が置いてある)
narration	3		27	13	TWN_ZOAH+0137BA	(昼間は仕事がないらしい)
narration	3		31	15	TWN_ZOAH+00B44A	(木の実がたくさん干してある)
narration	3		31	15	TWN_ZOAH+00F5A5	(本棚だ…立派な本ばかりだな)
narration	3		33	16	TWN_SEEK+004B22	(棚の上にランプが置いてある…)
narration	3		29	14	TWN_ZOAH+00CC35	(植物の油を使ったランプだ)
narration	3		31	15	TWN_ZOAH+02296A	(発光酒を飲んだ…すごい味だ)
narration	3		29	14	TWN_SEEK+00535A	(発掘品が入っているらしい)
narration	3		37	18	TWN_ZOAH+00E4D0	(確か、この下には醸造機があったな)
narration	3		27	13	TWN_SEEK+004CD9	(穀物が入っているらしい)
narration	3		19	9	TWN_ZOAH+028CB7	(若い女の人だ…)
narration	3		21	10	TWN_CARA+003A04	(荷車が止めてある)
narration	3		35	17	TWN_ZOAH+03DDEB	(道具屋のヤレドだ…忙しそうだな)
narration	3		21	10	TWN_ZOAH+00EB99	(香木が立ててある)
narration	3		9	4	FLD_B2+00E25C	(！！)
narration	3		23	11	TWN_CAMP+012702	(！！！！！！！！！)
narration	3		23	11	TWN_CAMP+012889	(？ ？ ？ ？ ？)
dialog	3		11	5	TWN_CARA+0097C4	2000Dn
dialog	3		11	5	TWN_ZOAH+0228FC	20Dn払う
dialog	3		6	2	FLD_B6+00B23F	<!86>ート
dialog	3		4	1	TWN_CAMP+00E184	<!9C>な
dialog	3		16	6	BTL_T0+054B14	<03><01>銃を発射せよ<03>
dialog	3		23	9	FLD_A5+00E2B3	<03>\n   ■<05>1<05>■   
dialog	3		23	9	FLD_A5+00E28B	<03>\n  ■■<05>2<05>■■  
dialog	3		23	9	FLD_A5+00E263	<03>\n ■■■<05>3<05>■■■ 
dialog	3		14	5	FLD_B6+00AB03	<03>\n2番ゲート<03>
dialog	3		14	5	FLD_B6+00AB8C	<03>\n3番ゲート<03>
dialog	3		4	1	TWN_CARA+0167B2	<0D>ぜ
dialog	3		6	2	TWN_CAMP+00C15A	<16>え方
dialog	3		4	1	TWN_CARA+0167D6	<1B>ぜ
dialog	3		8	3	TWN_ZOAH+00D2CC	<1E>いる)
dialog	3		11	5	TWN_CAMP+00F897	あ…ごめん
dialog	3		19	9	TWN_ZOAH+022A0A	あ、ああ…うまいよ
dialog	3		13	6	TWN_CAMP+00D0C7	ありがとう…
dialog	3		9	4	BTL_X0+05E10F	いくぞ！
dialog	3		7	3	TWN_CAMP+00E111	え…？
dialog	3		7	3	FLD_C8+013A26	ええ…
dialog	3		37	18	TWN_CAMP+00D095	おまえらがへたばると、俺も困るんでな
dialog	3		27	13	TWN_CAMP+00D12A	お宝は死んでも手放さねえよ
dialog	3		35	17	TWN_ZOAH+022AAE	こいつをとっときな、ハンターさんよ
dialog	3		7	3	FLD_A5+00D3D0	そうだ
dialog	3		27	13	TWN_CAMP+00D05E	そうだ、こいつをとっときな
dialog	3		35	17	TWN_SEEK+0155BF	それは、ウルの秘められた場所にある
dialog	3		35	17	TWN_CAMP+00D0D4	でも、こんな物どこに持ってたんだ？
dialog	3		7	3	BTL_A5+057C18	とげ嵐
dialog	3		11	5	FLD_C8+0131FA	どうして？
dialog	3		4	2	TWN_ZOAH+01E5BC	な)
dialog	3		9	4	FLD_C8+0149A0	にあるわ
dialog	3		15	7	FLD_B5+00928F	のキーコードを
dialog	3		23	11	FLD_B6+00AAE0	のロックを解除します…
dialog	3		7	3	TWN_ZOAH+018A68	へえ…
dialog	3		7	3	TWN_CAMP+00D123	へへ…
dialog	3		35	17	TWN_ZOAH+00F519	ほう…私の蔵書に興味があるのかね？
dialog	3		35	17	TWN_CAMP+00E8DA	まさに、宝の持ちぐされってやつだな
dialog	3		29	14	TWN_ZOAH+00F588	よかったら、持って行きたまえ
dialog	3		2	1	TWN_ZOAH+03EA21	ろ
slot	3	41	3	1	FLD_A5+00ED71	を
dialog	3		13	6	FLD_B5+00B105	ウル 北奥部
dialog	3		13	6	TWN_CAMP+00C14D	オアシスの話
dialog	3		17	8	TWN_CARA+003938	キャラバンを出る
dialog	3		15	7	TWN_SEEK+0041F6	キャンプに行く
dialog	3		13	6	1ST_READ+03D4D4	シーカーの里
dialog	3		19	9	TWN_CAMP+00FD50	シーカーの里に行く
dialog	3		9	4	1ST_READ+03D4CB	ゾアの森
dialog	3		17	8	BTL_B6_2+053B08	タム・バシレウス
dialog	3		6	3	FLD_B5+00B112	チ内部
dialog	3		7	3	BTL_A5+057C0C	トゥプ
dialog	3		19	9	TWN_CARA+009755	トビタマイシを売る
dialog	3		17	8	FLD_B6+00B223	ドームへのゲート
dialog	3		7	3	BTL_A3_2+054E24	ベモス
dialog	3		2	1	FLD_C8+014FDB	ム
dialog	3		31	15	TWN_CAMP+00E893	メル=カヴァの資料なんだけど…
dialog	3		17	8	FLD_C4+015B20	メル=カヴァ内部
slot	3	25	19	9	TWN_CAMP+00C160	ワームの抜け穴の話
dialog	3		39	19	TWN_SEEK+00BF56	今となっては、あんな街でもなつかしいよ
dialog	3		15	7	FLD_B5+00929E	入力して下さい
dialog	3		39	19	TWN_ZOAH+00F561	君とドラゴンがいる以上、もはや無用だな
dialog	3		5	2	BTL_B5+05237D	回復
slot	3	25	13	6	TWN_CAMP+00C179	地下遣跡の話
dialog	3	23	15	7	FLD_C8+01508D	塔 上部格納層
dialog	3	15	15	7	FLD_C8+014E4C	塔 下部格納層
dialog	3	15	11	5	FLD_C8+014EBB	塔 中間層
dialog	3		35	17	TWN_SEEK+00BF26	外が、こんなに物騒だったとはなあ…
dialog	3		37	18	TWN_ZOAH+00F53C	外界との交渉に備えて集めた資料だが…
dialog	3		15	7	1ST_READ+03D482	帝国軍空中艦隊
dialog	3		21	10	1ST_READ+03D491	帝国軍空中艦隊駐屯地
dialog	3		33	16	TWN_SEEK+01559E	彼女にとって、唯一戻るべき生地…
dialog	3		15	7	BTL_B5+051FBC	戦闘機ジンコウ
dialog	3		39	19	TWN_CARA+01675A	旦那がこのまま戻らなかったら、やばいぜ
dialog	3		29	14	TWN_ZOAH+022A2A	本当か？ なんか苦しそうだぜ
dialog	3		33	16	TWN_ZOAH+022A8B	根性あるじゃねえか、気に入ったぜ
dialog	3		7	3	BTL_A3_2+054F0D	消化液
dialog	3		9	4	BTL_B5+05228F	火炎噴射
dialog	3		7	3	BTL_A7+053C3E	生体弾
dialog	3		16	7	FLD_A5+00F78F	砂漠<05>ワーム地帯
dialog	3		18	8	FLD_A5+00F776	砂漠<05>碧のオアシス
dialog	3		7	3	BTL_A3+0531F6	碧の玉
dialog	3		13	6	TWN_ZOAH+00B38A	神聖区に行く
dialog	3		39	19	TWN_CAMP+00E8B2	神聖区のお偉い連中が隠してると思うんだ
dialog	3		9	4	1ST_READ+03D449	禁止区域
dialog	3		17	8	BTL_C2+057837	空中戦艦ヴァルナ
dialog	3		11	5	TWN_CAMP+01033C	笑いかける
dialog	3		31	15	TWN_CAMP+00D0F7	荷物、なくしたんじゃないのか？
dialog	3		9	4	TWN_ZOAH+00B324	街を出る
dialog	3		27	13	TWN_ZOAH+0228E1	話なら、注文してからにしな
dialog	3		13	6	FLD_B5+00AFD4	謎の遣跡 1
dialog	3		13	6	FLD_B5+00AFEF	謎の遣跡 2
dialog	3		9	4	TWN_ZOAH+033529	買わない
dialog	3		13	6	FLD_B5+00AFC7	通路への入□
dialog	3		17	8	FLD_B5+00B033	通路遣跡への入□
dialog	3		13	6	TWN_SEEK+0041E9	里の外に出る
dialog	3		33	16	TWN_ZOAH+022B4B	金がねえなら、来るんじゃねえよ！
dialog	3		15	7	TWN_CAMP+00D086	金はいらねえよ
dialog	3		13	6	FLD_B6+00ACC5	開放します…
dialog	3		13	6	TWN_ZOAH+00BA90	開放区に行く
dialog	3		9	4	FLD_B5+00B044	黒い遣跡
dialog	2		42	19	FLD_A5+00ECF3	                  <03><01>記<03>
dialog	2		42	19	FLD_A5+00ED1E	                 <03><01>記録<03>
dialog	2		40	18	FLD_A5+00ED49	                <03><01>記録<03>
dialog	2		22	9	FLD_A5+00EECD	       <03><01>記録<03>
dialog	2		20	8	FLD_A5+00EEF9	      <03><01>記録<03>
dialog	2		18	7	FLD_A5+00EF25	     <03><01>記録<03>
dialog	2		16	6	FLD_A5+00EF51	    <03><01>記録<03>
dialog	2		95	45	FLD_A7+0070DD	    防御力上昇\n      ↑\n攻撃力上昇← →心技力上昇\n      ↓\n    機動力上昇
dialog	2		14	5	FLD_A5+00EF7D	   <03><01>記録<03>
dialog	2		12	4	FLD_A5+00EFA9	  <03><01>記録<03>
dialog	2		10	3	FLD_A5+00EFD5	 <03><01>記録<03>
narration	2		23	11	TWN_CAMP+012B97	(        ？)
narration	2		23	11	TWN_CAMP+0125D7	(   ！！！   )
narration	2		23	11	TWN_CAMP+012941	(  ？？？？？  )
narration	2		23	11	TWN_CAMP+0128A0	( ？ ？ ？ ？ )
narration	2		23	11	TWN_CAMP+012958	( ？？？？？？？ )
narration	2		15	6	TWN_EXCA+000CA9	(<01><01>がいる…)
narration	2		24	10	TWN_CAMP+01312F	(<03><01>★★★★★★★★★<03>
narration	2		24	10	TWN_CAMP+0145CE	(<03><01>♪♪♪♪♪♪♪♪♪<03>
narration	2		24	10	TWN_CAMP+01324D	(<03><03>♪♪♪♪♪♪♪♪♪<03>
narration	2		24	10	TWN_CAMP+013453	(<03><04>♪♪♪♪♪♪♪♪♪<03>
narration	2		24	10	TWN_CAMP+01302C	(<03><05>★★★★★★★★★<03>
narration	2		24	10	TWN_CAMP+013232	(<03>\n★★★★★★★★★<03>
narration	2		39	19	TWN_RUIN+0008D4	(…ダメだ、ロックされてて動かせない)
narration	2		25	12	TWN_SEEK+01217F	(「編み人」のザドクだ)
narration	2		29	14	TWN_SEEK+0052CB	(あちこち改造してあるな…)
narration	2		33	16	TWN_ZOAH+00DD4A	(あのつぼはとくに大きいけど…)
narration	2		29	14	TWN_ZOAH+00DD2D	(あのつぼはとくに大きいな)
narration	2		29	14	TWN_ZOAH+00D72A	(あのつぼは薬品入りらしい)
narration	2		29	14	FLD_C4+015A0C	(あの光の粒子のせいか！！)
narration	2		27	13	TWN_CARA+016528	(あの男はハンターらしい)
narration	2		37	18	TWN_ZOAH+01C351	(あの男はボアズという名だったな…)
narration	2		29	14	TWN_ZOAH+037066	(あれは、門番のシフレだ…)
narration	2		27	13	TWN_ZOAH+00E6FD	(あれも売り物なのかな…)
narration	2		29	14	TWN_ZOAH+00DD86	(あんな所に扉がついている)
narration	2		37	18	TWN_ZOAH+00CF9D	(いいたき木だ…森の近くだからかな)
narration	2		39	19	TWN_ZOAH+00CBF1	(きれいな水が入っている…飲み水だな)
narration	2		29	14	TWN_ZOAH+00F256	(きれいな細工のランプだ…)
narration	2		27	13	FLD_C4+0159F1	(くっ、吹き飛ばされた…)
narration	2		27	13	FLD_B6+00B173	(ここからは出られないな)
narration	2		31	15	TWN_ZOAH+00DDDD	(ここで酒を作っているのか…)
narration	2		39	19	TWN_ZOAH+00C00F	(この壁の裏には水道管があるからな…)
narration	2		35	17	TWN_ZOAH+03B443	(この家の住人でもなさそうだが…)
narration	2		29	14	TWN_ZOAH+00DDA3	(この店の主人の部屋らしい)
narration	2		35	17	TWN_SEEK+004592	(この本棚は、古びた本が多いな…)
narration	2		33	16	TWN_ZOAH+00F40C	(これじゃ、2階には行けないな)
narration	2		35	17	TWN_ZOAH+00F840	(これはあまり手を加えてないな…)
narration	2		39	19	TWN_SEEK+005392	(これも、シーカーの研究材料なのか…)
narration	2		35	17	TWN_SEEK+0053B9	(こんなもの、一体どうするんだ？)
narration	2		25	12	TWN_SEEK+004D3B	(さすがに量が多いな…)
narration	2		29	14	TWN_ZOAH+02FD4B	(しかし、よく飽きないな…)
narration	2		35	17	TWN_SEEK+004514	(しかも、全部手書きの写本らしい)
narration	2		29	14	FLD_C4+015DF4	(しまった、引き離された！)
narration	2		29	14	TWN_CARA+00CDB7	(すっかり元気になったな…)
narration	2		31	15	TWN_ZOAH+00D108	(ずいぶんため込んであるな…)
narration	2		35	17	TWN_ZOAH+00C04D	(ずいぶん昔に作られたものらしい)
narration	2		27	13	TWN_ZOAH+00B6B3	(たき木が立てかけてある)
narration	2		39	19	TWN_ZOAH+00C97C	(つぼには穀物や水が入っているようだ)
narration	2		37	18	TWN_CAMP+00F616	(つらかったんだろうな、アゼルも…)
narration	2		27	13	TWN_ZOAH+00F273	(でも、壊れやすそうだな)
narration	2		27	13	TWN_SEEK+004F16	(どうやって使うのかな？)
narration	2		31	15	TWN_CARA+0039A6	(どうやら今は入れないらしい)
narration	2		29	14	TWN_SEEK+004D09	(ほとんどが保存食のようだ)
narration	2		23	11	TWN_EXCA+000DAA	(もう何も残ってない)
narration	2		25	12	TWN_RUIN+000A60	(もう何も残ってない…)
narration	2		29	14	TWN_RUIN+000819	(もっと近よって見てみよう)
narration	2		27	13	TWN_ZOAH+00B698	(よく燃えそうなたき木だ)
narration	2		35	17	TWN_CARA+003E7F	(よく見ると、手を加えた跡がある)
narration	2		29	14	TWN_CAMP+00EBAB	(アゼルは気を失ったままだ)
narration	2		19	9	TWN_RUIN+0008C1	(エレベータだ！)
narration	2		27	13	TWN_EXCA+000DD2	(ダメだ、何も残ってない)
narration	2		25	12	TWN_ZOAH+00F38D	(テーブルが置いてある)
narration	2		33	16	TWN_ZOAH+00CD79	(ハンターがよく使う組みひもだ)
narration	2		23	11	TWN_SEEK+005503	(パエットの空中船だ)
narration	2		27	13	TWN_CARA+004215	(パエットの空中船だ…！)
narration	2		37	18	TWN_ZOAH+02FD26	(パエットは、発掘品を加工している)
narration	2		27	13	TWN_ZOAH+00DA19	(ランプが床に置いてある)
narration	2		23	11	TWN_ZOAH+00D6D5	(中身はからっぽだ…)
narration	2		27	13	TWN_ZOAH+00DD6B	(中身も他と違うのかな？)
narration	2		17	8	FLD_C4+015E45	(他に方法は…)
narration	2		31	15	TWN_ZOAH+00BFD3	(何のために作られたのかな？)
narration	2		33	16	TWN_ZOAH+03316E	(何の用でここに来たんだろう？)
narration	2		31	15	TWN_EXCA+000CB8	(儀を待ってくれてるみたいだ)
narration	2		31	15	FLD_B5+00984B	(入□がふさがれてるみたいだ)
narration	2		39	19	TWN_SEEK+005125	(出入□を守るように飾りが置いてある)
narration	2		25	12	TWN_SEEK+0098AD	(司祭の孫のベゼルだ…)
narration	2		21	10	TWN_CAMP+0101DB	(喜んでるみたいだ)
narration	2		23	11	TWN_CARA+00B265	(喜んでるみたいだ…)
narration	2		31	15	TWN_ZOAH+00C263	(地面に実がこぼれ落ちている)
narration	2		25	12	TWN_ZOAH+00DA57	(壁に道具がかけてある)
narration	2		23	11	TWN_ZOAH+00C036	(大がかりな風車だな)
narration	2		25	12	TWN_ZOAH+00D688	(大きな机が置いてある)
narration	2		35	17	TWN_ZOAH+00D779	(大きな道具箱に布をかぶせてある)
narration	2		29	14	TWN_ZOAH+00DDC0	(大きな醸造機が置いてある)
narration	2		27	13	TWN_SEEK+005377	(大型の機械が置いてある)
narration	2		31	15	TWN_ZOAH+00CC52	(天井からランプが吊ってある)
narration	2		39	19	FLD_B5+0098C3	(安全に崖を越えて行けそうなんだが…)
narration	2		21	10	TWN_SEEK+004E28	(小さなテーブルだ)
narration	2		35	17	TWN_SEEK+005220	(小さな飾りが壁に取りつけてある)
narration	2		31	15	TWN_ZOAH+00D6EC	(巻いた織物が立てかけてある)
narration	2		21	10	TWN_CAMP+00FCD4	(彼女のためにも！)
narration	2		37	18	TWN_EXCA+000D2E	(戦艦のエンジンに使われるやつだな)
narration	2		29	14	TWN_ZOAH+00B521	(扉の前に飾りが立ててある)
narration	2		37	18	TWN_ZOAH+00F03F	(扉の向こうで、話し声が聞こえる…)
narration	2		35	17	TWN_ZOAH+00B2C5	(折畳み式のはしごがかかった窓だ)
narration	2		33	16	TWN_ZOAH+00FCFF	(換気のための風車が回っている)
narration	2		35	17	TWN_ZOAH+00D756	(攻性生物の吐く酸を中和する薬だ)
narration	2		33	16	TWN_ZOAH+00EB78	(攻性生物の眼を使った飾りだ…)
narration	2		37	18	TWN_SEEK+00442F	(敷布に薬の匂いがしみついている…)
narration	2		29	14	TWN_ZOAH+00C9E3	(料理をするためのかまどだ)
narration	2		21	10	TWN_CARA+003E6A	(旧世紀の機械だ…)
narration	2		27	13	FLD_D2+00825A	(早くあれを止めないと…)
narration	2		29	14	TWN_CAMP+00FCB7	(早く決着をつけなければ…)
narration	2		31	15	TWN_ZOAH+00C51D	(机の上にランプが置いてある)
narration	2		21	10	TWN_ZOAH+00CBDC	(板造りの吊り床だ)
narration	2		35	17	TWN_SEEK+0043B3	(棚にのっているのは薬品のようだ)
narration	2		33	16	TWN_SEEK+004A53	(棚にはつぼや食器がのっている)
narration	2		35	17	TWN_ZOAH+00CAC2	(棚の中に薬のつぼがしまってある)
narration	2		35	17	TWN_ZOAH+00CD35	(棚の中に酒のつぼがしまってある)
narration	2		35	17	TWN_RUIN+0008FB	(横にあるロックを外すのが先か…)
narration	2		35	17	TWN_CARA+00B242	(歳のわりには元気がよさそうだな)
narration	2		33	16	TWN_SEEK+01878D	(死んだように眠り続けている…)
narration	2		23	11	TWN_CARA+0040FF	(水がめが置いてある)
narration	2		29	14	TWN_ZOAH+00BFF2	(水をくみ上げる風車だろう)
narration	2		35	17	TWN_SEEK+004EF3	(治療のための機械みたいだけど…)
narration	2		27	13	TWN_SEEK+0044D4	(治療のための道具らしい)
narration	2		39	19	TWN_ZOAH+00FE0D	(物が多すぎるな…もっと減らさないと)
